quad,year,trackID,age,distEdgeMin,allEdge,QuadName,Grazing,Group,area.t0,logarea.t0,logarea.t1,species,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Treatment,Period,inARTR,Treatment2,Treatment3
Q1,1932,10,1,19.7947933214241,0,E1 Q1,UG,E1,2.39386482874057,0.8729091430273319,1.3423423757920718,POSE,0.3532453175663928,0,0.0031776246420837178,0.04719450528324447,1.1661999662817593,1.00479,Control,Historical,0,Control,Control
Q1,1932,12,1,11.4078097133449,0,E1 Q1,UG,E1,19.6724726346788,2.979220330381622,0.9164690746337316,POSE,1.3799314536564709,0,1.463567063009748,8.597734736379818e-4,1.90735351113528,0,Control,Historical,0,Control,Control
Q1,1932,24,1,7.13624721930015,0,E1 Q1,UG,E1,19.37000886159,2.9637259349092493,2.6229146288072265,POSE,0.09040389809387292,0,0.011702526092412204,0,0.2893987953144123,0,Control,Historical,0,Control,Control
Q1,1932,29,1,40.8546769627311,0,E1 Q1,UG,E1,7.31474567631709,1.9898922664469199,1.8373755782340817,POSE,0,0,1.143028158305781e-5,0.001493573976667005,6.491938692431039,0,Control,Historical,0,Control,Control
Q1,1932,31,1,21.0809784956043,0,E1 Q1,UG,E1,4.53616484599823,1.5120819074754752,0.3628892883307093,POSE,0,0,1.4893815733702873e-4,0.6242127900068257,4.9501140936418855,0,Control,Historical,0,Control,Control
Q1,1933,10,2,19.4277238123934,0,E1 Q1,UG,E1,3.82799962562684,1.3423423757920718,1.211204718641627,POSE,0.4173212441880334,0.0013301938609463666,5.5281441242755293e-5,0.07710076306780342,2.534364652925737,1.00143,Control,Historical,0,Control,Control
Q1,1933,12,2,12.3667628479113,0,E1 Q1,UG,E1,2.50044589665898,0.9164690746337316,0.5732576521030853,POSE,6.797405225705538,1.5432688774666217,0.0067021599668468275,1.4886968657358817,14.502426185334231,0.13594,Control,Historical,0,Control,Control
Q1,1933,24,2,7.9087565893949,0,E1 Q1,UG,E1,13.7758165203565,2.6229146288072265,2.1256127545991257,POSE,0.44149150302524665,3.246023118001915e-4,0.0010790651777992195,0.05286377794603426,0.17518375010357284,0.0049,Control,Historical,0,Control,Control
Q1,1933,29,2,40.075117558512,0,E1 Q1,UG,E1,6.28003515399335,1.8373755782340817,0.7446290508126889,POSE,0,3.3994599021469976e-4,1.2471575848396191e-8,0.005400547651100236,6.717750484995758,0,Control,Historical,0,Control,Control
Q1,1933,31,2,20.4408339321408,0,E1 Q1,UG,E1,1.43747670498568,0.3628892883307093,-0.12109480401294866,POSE,0,0,2.699431652335096e-4,4.396607742991133,2.5977044511546246,1.7e-4,Control,Historical,0,Control,Control
Q1,1933,94,1,12.7166956477044,0,E1 Q1,UG,E1,3.18384547911912,1.1580897363770852,0.8054248521063025,POSE,7.008237444884257,0,0.39266629773816375,0,0.2746737331726766,0,Control,Historical,0,Control,Control
Q1,1934,10,3,20.097573,0,E1 Q1,UG,E1,3.35752709253685,1.211204718641627,1.5556942802879532,POSE,0.19129129167407644,0.010943794001325629,8.463304100953457e-5,0.05328015849302878,2.2645553538364247,1.00479,Control,Historical,0,Control,Control
Q1,1934,12,3,10.25370115,0,E1 Q1,UG,E1,1.77403684319723,0.5732576521030853,0.13289074078219595,POSE,0.7925238249463229,0.34147314967924813,0.002549178315385856,0.06747356556432192,21.070267827334547,1.13594,Control,Historical,0,Control,Control
Q1,1934,24,3,8.26465815,0,E1 Q1,UG,E1,8.3780295917706,2.1256127545991257,3.147763902395705,POSE,0.33318182541150676,2.730221703452773e-4,9.690153280169629e-4,0.0014820583363183986,0.48495137100421803,4.1e-4,Control,Historical,0,Control,Control
Q1,1934,29,3,41.98536755,0,E1 Q1,UG,E1,2.10566019715103,0.7446290508126889,0.37082870526014755,POSE,0,2.812493736629419e-4,4.88498130835069e-15,0.0010661689359753035,0.8925050624111796,1.1e-4,Control,Historical,0,Control,Control
Q1,1934,31,3,21.49801365,0,E1 Q1,UG,E1,0.88594996399952,-0.12109480401294866,1.5495787546868545,POSE,0,7.625e-4,2.6344076733515336e-4,0.695799579302044,1.2737933271101547,4.4e-4,Control,Historical,0,Control,Control
Q1,1934,94,2,8.6684269148649,0,E1 Q1,UG,E1,2.23764696592835,0.8054248521063025,1.4829726724903751,POSE,11.917820488709276,0,1.4928982494666356e-14,1.34263109091138e-4,0.19176305537415345,0,Control,Historical,0,Control,Control
Q1,1935,10,4,18.9592651857869,0,E1 Q1,UG,E1,4.73837514387507,1.5556942802879532,2.364229203853561,POSE,0.4578735795569666,1.7648166855963426e-4,0.0010154337914741573,0.12921880320960138,3.80453742945281,0.7630899999999999,Control,Historical,0,Control,Control
Q1,1935,12,4,9.8614261347258,0,E1 Q1,UG,E1,1.14212520380714,0.13289074078219595,0.020217094296159244,POSE,2.1933549772085548,1.2246075743554132,0.015797613696940754,0.005610044648596226,11.074386330473233,0.51369,Control,Historical,0,Control,Control
Q1,1935,24,4,8.78581283257521,0,E1 Q1,UG,E1,23.2839411610854,3.147763902395705,3.113704890089055,POSE,10.009294547167576,0.003127575209767953,3.862406580935247e-4,1.45e-4,0.4066963351153162,0.0015700000000000002,Control,Historical,0,Control,Control
Q1,1935,29,4,43.6234058514701,0,E1 Q1,UG,E1,1.44893485720876,0.37082870526014755,0.981740718287213,POSE,0.04557569262368881,0.002526780307096703,0,0.002237261290861437,1.66649203009276,0.0014600000000000001,Control,Historical,0,Control,Control
Q1,1935,31,4,20.2130175293909,0,E1 Q1,UG,E1,4.70948591581918,1.5495787546868545,1.620281565378279,POSE,0.0022125,0,0.09058283521647574,2.0152369864676944,3.03109169099213,5.2e-4,Control,Historical,0,Control,Control
Q1,1935,94,3,7.6187503513872,0,E1 Q1,UG,E1,4.40602389869446,1.4829726724903751,-0.7748332265983587,POSE,32.64340896776967,0,0,2.7702008366071713e-4,0.6982772041043672,0,Control,Historical,0,Control,Control
Q1,1935,97,1,22.8149980041862,0,E1 Q1,UG,E1,2.70630863874963,0.995585580432164,1.3519708194646816,POSE,1.9673533644504926,0,1.17495839724313e-8,0.23723325430611966,20.41913130690952,0.37775,Control,Historical,0,Control,Control
Q1,1936,10,5,18.7376816301399,0,E1 Q1,UG,E1,10.6358375945485,2.364229203853561,2.117018843027654,POSE,0.6942552855921532,0.023521185125503098,4.0196404480610624e-4,0.050099375468814523,2.650570962466307,0.65582,Control,Historical,0,Control,Control
Q1,1936,12,5,10.4816667551407,0,E1 Q1,UG,E1,1.02042284396136,0.020217094296159244,-0.017750969568780316,POSE,5.115715834967977,0.31995356457204277,0.0017216491793279178,0.0061961825215887546,46.27688457275492,1.00479,Control,Historical,0,Control,Control
Q1,1936,24,5,8.1845433390941,0,E1 Q1,UG,E1,22.5042659741311,3.113704890089055,3.416165322549378,POSE,1.0200774607641896,0.0020632663793650583,4.57955643466667e-5,1.812506172e-4,0.44279370334647544,0.00496,Control,Historical,0,Control,Control
Q1,1936,29,5,42.8618168121865,0,E1 Q1,UG,E1,2.66909834876318,0.981740718287213,1.2000878538219273,POSE,0,0.011733748989067913,2.50467113716013e-9,0.016305466933981695,0.8962722946662043,0.00239,Control,Historical,0,Control,Control
Q1,1936,31,5,20.5440839397423,0,E1 Q1,UG,E1,5.05451329217126,1.620281565378279,1.7789103071156886,POSE,0,0.0024061807836839246,9.880128421310632e-4,3.1342317957951913,2.599373013516257,0.13818999999999998,Control,Historical,0,Control,Control
