quad,year,trackID,age,distEdgeMin,allEdge,QuadName,Grazing,Group,area.t0,logarea.t0,logarea.t1,species,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Treatment,Period,Treatment2,Treatment3
Q1,1932,1,1,7.1957941827349706e-9,0,E1 Q1,no,E1,47.1678013349253,3.8537114846966825,4.1220324004902436,ARTR,0,0,0,0.02531362488560839,5.141945818183518,0.049530000000000005,Control,Historical,Control,Control
Q1,1932,2,1,2.24188783561145,0,E1 Q1,no,E1,130.375972659586,4.870422373769318,5.492064341337437,ARTR,1.676880856393836e-16,0,0,6.946352213572478e-4,2.172421058193063,3e-5,Control,Historical,Control,Control
Q1,1932,4,1,7.67280112929136,0,E1 Q1,no,E1,136.409536030002,4.915661655209031,5.1270313836917705,ARTR,1.3949374988442281e-14,0,0.1909158984317425,0.06070792839708381,0.9622417580150073,1.4000000000000001e-4,Control,Historical,Control,Control
Q1,1932,5,1,-1.95275760006552e-8,0,E1 Q1,no,E1,81.559416319239,4.401331789222077,4.5816819831630955,ARTR,9.299583325628189e-16,0,0.25752411026800354,5.99446989349464e-5,2.8193176009244745,0.0067399999999999995,Control,Historical,Control,Control
Q1,1933,1,2,-1.85389268381186e-8,0,E1 Q1,no,E1,61.6844825246586,4.1220324004902436,3.4459239005921902,ARTR,0.14015835693989542,0,0,0.021105508976425158,1.8165940934940144,3e-5,Control,Historical,Control,Control
Q1,1933,2,2,2.50678705940615,0,E1 Q1,no,E1,242.757824969912,5.492064341337437,5.051455718208347,ARTR,0.07338017025134634,0,0.038554514204527164,2.6593007729112505e-4,2.0796203739849055,3e-5,Control,Historical,Control,Control
Q1,1933,4,2,5.69469411341553,0,E1 Q1,no,E1,168.516115082603,5.1270313836917705,4.566090245262318,ARTR,8.412825991399584e-17,0.27019524234479586,0.017413948688427168,0.2748015120740702,4.7868968758146595,0.00482,Control,Historical,Control,Control
Q1,1933,5,2,9.168957149086051e-9,0,E1 Q1,no,E1,97.6785497910333,4.5816819831630955,3.5732324236639244,ARTR,0.028310927368453278,0,0,7.312169267160797e-4,0.37618899055169663,0.05371000000000001,Control,Historical,Control,Control
Q1,1933,6,1,11.6781230081257,0,E1 Q1,no,E1,134.922737423481,4.904702299221846,3.6878185277268427,ARTR,0.1033137576311024,0,0,0.01367046164786509,11.16381886740781,0.0015400000000000001,Control,Historical,Control,Control
Q1,1933,7,1,5.85136751299147,0,E1 Q1,no,E1,21.3694819407106,3.0619638266745755,3.9795701927215363,ARTR,0.5594171444866988,0,0.05241038911777599,5.7185671481515284e-5,0.16977067800663412,2.5e-4,Control,Historical,Control,Control
Q1,1934,1,3,2.99650424578031,0,E1 Q1,no,E1,31.3722549061204,3.4459239005921902,3.9872341552859294,ARTR,0.0011056732055536257,0.0031075,0,0.025758391254649654,0.368231787917472,0.04956000000000001,Control,Historical,Control,Control
Q1,1934,2,3,5.35933396468924,0,E1 Q1,no,E1,156.249754623917,5.051455718208347,5.966270462323449,ARTR,0.02835886173027724,0,0.015457721040500548,0.004302483674304343,1.1095675181256452,3e-5,Control,Historical,Control,Control
Q1,1934,4,3,6.97301208435003,0,E1 Q1,no,E1,96.1673829169626,4.566090245262318,5.293069638989772,ARTR,0,0.03938152107268368,0.005477878965676698,0.05249080285824703,5.413455702682815,0.016759999999999997,Control,Historical,Control,Control
Q1,1934,5,3,0.126283954762869,0,E1 Q1,no,E1,35.6315835765554,3.5732324236639244,4.860914285384116,ARTR,1.627427081984933e-15,0,3.4408314147027925e-4,0.002154599513488432,0.061869807369011216,0.425,Control,Historical,Control,Control
Q1,1934,6,2,20.5665886238811,0,E1 Q1,no,E1,39.9575854478534,3.6878185277268427,4.380620142454773,ARTR,0.2733064295077782,1.262112411478588e-5,0,0.002917183376576218,0.5971612949161389,0.00143,Control,Historical,Control,Control
Q1,1934,7,2,0.281508173798386,0,E1 Q1,no,E1,53.4940371591661,3.9795701927215363,4.9791979482908,ARTR,0,0,0,0.02469096420172972,0.17295780937691665,0.05625,Control,Historical,Control,Control
Q1,1934,9,1,1.40410572058158e-8,0,E1 Q1,no,E1,55.464623148229,4.01574539676078,4.695031514707987,ARTR,0.11628472024547144,0,0.01712760303859693,1.5667193584672064e-4,0.1500968462922904,0.0153,Control,Historical,Control,Control
Q1,1935,1,4,-1.71808522964056e-8,0,E1 Q1,no,E1,53.9055884999912,3.9872341552859294,3.4888932686094796,ARTR,5.1733398706600634e-5,0.0108675,0,0.14206117213169075,1.2055956042384848,0.06822,Control,Historical,Control,Control
Q1,1935,11,1,-7.084932640566421e-9,0,E1 Q1,no,E1,10.9946956446939,2.397412942377016,3.318090347846267,ARTR,0.42511746999101124,0.04624016556435862,0.001555,4.261690308573138,16.84613237817483,0.01533,Control,Historical,Control,Control
Q1,1935,2,4,-1.71808522964056e-8,0,E1 Q1,no,E1,390.048255032977,5.966270462323449,5.49307970035374,ARTR,0.08865540302159622,0,0.026007839890697316,0.007966848141786597,1.9305155930922502,3e-5,Control,Historical,Control,Control
Q1,1935,4,4,4.80641910950962,0,E1 Q1,no,E1,198.953203541936,5.293069638989772,5.211025893122739,ARTR,0.08463007572754844,0.03302621467935742,0.016482669677394826,0.1970013311450761,1.3856935132228527,0.0019500000000000001,Control,Historical,Control,Control
Q1,1935,5,4,0.13938941034381,0,E1 Q1,no,E1,129.142220992812,4.860914285384116,4.94413168503225,ARTR,0,0,6.197060829000288e-4,0.0014239462197752821,0.21191279105124827,0.58163,Control,Historical,Control,Control
Q1,1935,6,3,17.548323030493,0,E1 Q1,no,E1,79.8875597142008,4.380620142454773,4.492258923067215,ARTR,0.5331336411588234,6.72389040216857e-5,0.01888402369529409,0.012599482405288139,1.6432201668256008,0.00143,Control,Historical,Control,Control
Q1,1935,7,3,5.79831131017615,0,E1 Q1,no,E1,145.357750455538,4.9791979482908,4.462121780236269,ARTR,0.030325734912213364,0,0,0.006790170364567954,0.41895025469975417,1.04862,Control,Historical,Control,Control
Q1,1935,9,2,-9.784301147064411e-9,0,E1 Q1,no,E1,109.402256367648,4.695031514707987,3.1490191969429624,ARTR,0.2194230606032067,0,0.631550479844581,1.2345303905892486e-4,0.15460098057073943,0.0049,Control,Historical,Control,Control
Q1,1936,1,5,1.71071405929979e-8,0,E1 Q1,no,E1,32.7496825403378,3.4888932686094796,3.6839031266383655,ARTR,9.369622435631433e-4,0.08238266986532994,0,0.12835341233096562,2.0906051065258873,0.0153,Control,Historical,Control,Control
Q1,1936,2,5,1.71071405929979e-8,0,E1 Q1,no,E1,243.004436494704,5.49307970035374,6.1765654933734275,ARTR,0.01419306867229108,0.18285403063774988,0.01868712014895554,0.018939079667737328,0.6296819292638975,1.0200900000000002,Control,Historical,Control,Control
