species,quad,year,trackID,age,logarea,survives,distEdgeMin,allEdge,QuadName,Grazing,Group,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Treatment,Period,Treatment2,Treatment3
PSSP,Q1,1932,2,1,1.2935210833175967,1,8.93967225020928,0,E1 Q1,UG,E1,0.20686850058713468,0,0.03023174363709691,0.008360007438480515,9.00553699804463,0.06351,Control,Historical,Control,Control
PSSP,Q1,1932,6,1,-0.49968531100044694,1,5.99545818582409,0,E1 Q1,UG,E1,0.06083797625162288,0,0,1.1209935536643574,0.05289186158783217,0.27229000000000003,Control,Historical,Control,Control
PSSP,Q1,1932,3,1,2.7840692526122224,1,13.8057581456489,0,E1 Q1,UG,E1,0.08779473430435085,0,0,0.0638514928520384,0.14235624874798328,0.15165,Control,Historical,Control,Control
PSSP,Q1,1932,5,1,-0.49345775414509624,1,7.12809801816672,0,E1 Q1,UG,E1,0.12175696834683783,0,0,1.350626506386539,0.0864960452723636,0.18272,Control,Historical,Control,Control
PSSP,Q1,1932,8,1,3.3543088748346994,1,7.99549486077708,0,E1 Q1,UG,E1,0,0,0.0115226072265136,1.6174505675058923e-4,1.2844678297359626,0.00479,Control,Historical,Control,Control
PSSP,Q1,1932,9,1,2.4098558479316856,1,3.32166047867609,0,E1 Q1,UG,E1,0.40248027112952506,0,2.0502922384011996e-4,4.5102223618597966e-4,0.0665090168572888,0.04678,Control,Historical,Control,Control
PSSP,Q1,1933,9,2,2.5536008169569695,1,1.54708629127516,0,E1 Q1,UG,E1,0.49176921446622923,0,4.0671311679530087e-4,9.288588025077278e-4,2.0267950484431543,0.13635,Control,Historical,Control,Control
PSSP,Q1,1933,4,2,2.0635824944948378,1,4.79380446449795e-9,0,E1 Q1,UG,E1,0.028310927368453313,0,0,0.5322466587199209,2.724781691787741,0.04667,Control,Historical,Control,Control
PSSP,Q1,1933,5,2,0.14627885376583485,0,3.69804411267422,0,E1 Q1,UG,E1,0.03875545994507451,0,0,3.066770669690418,11.838864501071967,0.13594,Control,Historical,Control,Control
PSSP,Q1,1933,8,2,3.924650656046281,1,6.65755037219077,0,E1 Q1,UG,E1,0,0,0.0068855134433349,9.001441384350673e-5,1.811847260087017,0.02009,Control,Historical,Control,Control
